,Municipio,Cantidad,Dia,Latitud,Longitud
53,Bustamante,0,201,26.5343,-100.506
54,Guadalupe,20,201,25.6792,-100.235
55,Melchor Ocampo,0,201,26.0554,-99.5431
0,Agualeguas,0,202,26.3128,-99.5391
1,Los Aldamas,0,202,26.064,-99.1958
2,Allende,11,202,25.2836,-100.02
3,Cerralvo,0,202,26.0843,-99.6156
4,China,0,202,25.7033,-99.2365
5,Doctor Arroyo,0,202,23.6731,-100.18
6,Doctor Coss,0,202,25.933,-99.167
7,Lampazos de Naranjo,0,202,27.0245,-100.508
8,Linares,7,202,24.8579,-99.5663
9,Mina,0,202,26.0029,-100.535
10,Montemorelos,7,202,25.1835,-99.8297
11,Monterrey,92,202,25.6714,-100.309
12,Santa Catarina,36,202,25.6756,-100.462
13,Santiago,10,202,25.427,-100.152
14,Vallecillo,0,202,26.6597,-99.9869
15,Villaldama,0,202,26.5008,-100.426
16,Hidalgo,0,202,25.9722,-100.451
17,Abasolo,0,202,25.9436,-100.394
18,Allende,2,202,25.2836,-100.02
19,Hidalgo,0,202,25.9722,-100.451
20,Galeana,0,202,24.8229,-100.074
21,Guadalupe,0,202,25.6792,-100.235
22,Hidalgo,0,202,25.9722,-100.451
23,Santa Catarina,0,202,25.6756,-100.462
24,General Zuazua,2,202,25.8927,-100.106
25,Guadalupe,27,202,25.6792,-100.235
26,Los Herreras,0,202,25.9057,-99.4064
27,Higueras,0,202,25.9634,-100.015
28,Allende,0,202,25.2836,-100.02
29,Abasolo,3,202,25.9436,-100.394
30,Melchor Ocampo,1,202,26.0554,-99.5431
31,Hidalgo,0,202,25.9722,-100.451
32,Abasolo,0,202,25.9436,-100.394
33,Apodaca,21,202,25.7816,-100.188
34,Aramberri,0,202,24.1007,-99.8179
35,Bustamante,0,202,26.5343,-100.506
36,Hualahuises,1,202,24.8838,-99.6752
37,El Carmen,1,202,25.9259,-100.359
38,Galeana,1,202,24.8229,-100.074
39,General Bravo,0,202,25.7926,-99.1786
40,General Escobedo,15,202,25.7802,-100.316
41,General Treviño,1,202,26.223,-99.4838
42,Iturbide,0,202,24.7247,-99.9001
43,Melchor Ocampo,0,202,26.0554,-99.5431
44,Mier y Noriega,0,202,23.4252,-100.117
45,Los Ramones,0,202,25.6987,-99.6248
46,Rayones,0,202,25.0161,-100.075
47,Sabinas Hidalgo,2,202,26.5069,-100.179
48,Salinas Victoria,2,202,25.9639,-100.294
49,Hidalgo,0,202,25.9722,-100.451
50,Guadalupe,0,202,25.6792,-100.235
51,Santa Catarina,0,202,25.6756,-100.462
52,Abasolo,0,202,25.9436,-100.394
53,Bustamante,0,202,26.5343,-100.506
54,Guadalupe,21,202,25.6792,-100.235
55,Melchor Ocampo,0,202,26.0554,-99.5431
0,Agualeguas,0,203,26.3128,-99.5391
1,Los Aldamas,0,203,26.064,-99.1958
2,Allende,6,203,25.2836,-100.02
3,Cerralvo,0,203,26.0843,-99.6156
4,China,0,203,25.7033,-99.2365
5,Doctor Arroyo,2,203,23.6731,-100.18
6,Doctor Coss,0,203,25.933,-99.167
7,Lampazos de Naranjo,0,203,27.0245,-100.508
8,Linares,2,203,24.8579,-99.5663
9,Mina,0,203,26.0029,-100.535
10,Montemorelos,0,203,25.1835,-99.8297
11,Monterrey,59,203,25.6714,-100.309
12,Santa Catarina,32,203,25.6756,-100.462
13,Santiago,3,203,25.427,-100.152
14,Vallecillo,0,203,26.6597,-99.9869
15,Villaldama,0,203,26.5008,-100.426
16,Hidalgo,0,203,25.9722,-100.451
17,Abasolo,0,203,25.9436,-100.394
18,Allende,0,203,25.2836,-100.02
19,Hidalgo,0,203,25.9722,-100.451
20,Galeana,0,203,24.8229,-100.074
21,Guadalupe,0,203,25.6792,-100.235
22,Hidalgo,0,203,25.9722,-100.451
23,Santa Catarina,0,203,25.6756,-100.462
24,General Zuazua,1,203,25.8927,-100.106
25,Guadalupe,15,203,25.6792,-100.235
26,Los Herreras,0,203,25.9057,-99.4064
27,Higueras,0,203,25.9634,-100.015
28,Allende,0,203,25.2836,-100.02
29,Abasolo,1,203,25.9436,-100.394
30,Melchor Ocampo,0,203,26.0554,-99.5431
31,Hidalgo,0,203,25.9722,-100.451
32,Abasolo,0,203,25.9436,-100.394
33,Apodaca,26,203,25.7816,-100.188
34,Aramberri,0,203,24.1007,-99.8179
35,Bustamante,0,203,26.5343,-100.506
36,Hualahuises,0,203,24.8838,-99.6752
37,El Carmen,0,203,25.9259,-100.359
38,Galeana,1,203,24.8229,-100.074
39,General Bravo,0,203,25.7926,-99.1786
40,General Escobedo,13,203,25.7802,-100.316
41,General Treviño,0,203,26.223,-99.4838
42,Iturbide,0,203,24.7247,-99.9001
43,Melchor Ocampo,0,203,26.0554,-99.5431
44,Mier y Noriega,0,203,23.4252,-100.117
45,Los Ramones,0,203,25.6987,-99.6248
46,Rayones,0,203,25.0161,-100.075
47,Sabinas Hidalgo,1,203,26.5069,-100.179
48,Salinas Victoria,2,203,25.9639,-100.294
49,Hidalgo,0,203,25.9722,-100.451
50,Guadalupe,0,203,25.6792,-100.235
51,Santa Catarina,0,203,25.6756,-100.462
52,Abasolo,0,203,25.9436,-100.394
53,Bustamante,0,203,26.5343,-100.506
54,Guadalupe,16,203,25.6792,-100.235
55,Melchor Ocampo,0,203,26.0554,-99.5431
0,Agualeguas,0,204,26.3128,-99.5391
1,Los Aldamas,0,204,26.064,-99.1958
2,Allende,7,204,25.2836,-100.02
3,Cerralvo,0,204,26.0843,-99.6156
4,China,0,204,25.7033,-99.2365
5,Doctor Arroyo,8,204,23.6731,-100.18
6,Doctor Coss,0,204,25.933,-99.167
7,Lampazos de Naranjo,0,204,27.0245,-100.508
8,Linares,14,204,24.8579,-99.5663
9,Mina,0,204,26.0029,-100.535
10,Montemorelos,7,204,25.1835,-99.8297
11,Monterrey,157,204,25.6714,-100.309
12,Santa Catarina,35,204,25.6756,-100.462
13,Santiago,5,204,25.427,-100.152
14,Vallecillo,0,204,26.6597,-99.9869
15,Villaldama,3,204,26.5008,-100.426
16,Hidalgo,0,204,25.9722,-100.451
17,Abasolo,0,204,25.9436,-100.394
18,Allende,1,204,25.2836,-100.02
19,Hidalgo,0,204,25.9722,-100.451
20,Galeana,0,204,24.8229,-100.074
21,Guadalupe,0,204,25.6792,-100.235
22,Hidalgo,0,204,25.9722,-100.451
23,Santa Catarina,0,204,25.6756,-100.462
24,General Zuazua,1,204,25.8927,-100.106
25,Guadalupe,70,204,25.6792,-100.235
26,Los Herreras,0,204,25.9057,-99.4064
27,Higueras,0,204,25.9634,-100.015
28,Allende,0,204,25.2836,-100.02
29,Abasolo,6,204,25.9436,-100.394
30,Melchor Ocampo,3,204,26.0554,-99.5431
31,Hidalgo,3,204,25.9722,-100.451
32,Abasolo,0,204,25.9436,-100.394
33,Apodaca,40,204,25.7816,-100.188
34,Aramberri,5,204,24.1007,-99.8179
35,Bustamante,1,204,26.5343,-100.506
36,Hualahuises,0,204,24.8838,-99.6752
37,El Carmen,4,204,25.9259,-100.359
38,Galeana,3,204,24.8229,-100.074
39,General Bravo,0,204,25.7926,-99.1786
40,General Escobedo,29,204,25.7802,-100.316
41,General Treviño,0,204,26.223,-99.4838
42,Iturbide,0,204,24.7247,-99.9001
43,Melchor Ocampo,0,204,26.0554,-99.5431
44,Mier y Noriega,2,204,23.4252,-100.117
45,Los Ramones,0,204,25.6987,-99.6248
46,Rayones,0,204,25.0161,-100.075
47,Sabinas Hidalgo,12,204,26.5069,-100.179
48,Salinas Victoria,4,204,25.9639,-100.294
49,Hidalgo,0,204,25.9722,-100.451
50,Guadalupe,0,204,25.6792,-100.235
51,Santa Catarina,0,204,25.6756,-100.462
52,Abasolo,0,204,25.9436,-100.394
53,Bustamante,0,204,26.5343,-100.506
54,Guadalupe,31,204,25.6792,-100.235
55,Melchor Ocampo,0,204,26.0554,-99.5431
0,Agualeguas,0,205,26.3128,-99.5391
1,Los Aldamas,0,205,26.064,-99.1958
2,Allende,3,205,25.2836,-100.02
3,Cerralvo,1,205,26.0843,-99.6156
4,China,0,205,25.7033,-99.2365
5,Doctor Arroyo,0,205,23.6731,-100.18
6,Doctor Coss,0,205,25.933,-99.167
7,Lampazos de Naranjo,0,205,27.0245,-100.508
8,Linares,14,205,24.8579,-99.5663
9,Mina,0,205,26.0029,-100.535
10,Montemorelos,7,205,25.1835,-99.8297
11,Monterrey,124,205,25.6714,-100.309
12,Santa Catarina,35,205,25.6756,-100.462
13,Santiago,22,205,25.427,-100.152
14,Vallecillo,0,205,26.6597,-99.9869
15,Villaldama,0,205,26.5008,-100.426
16,Hidalgo,0,205,25.9722,-100.451
17,Abasolo,0,205,25.9436,-100.394
18,Allende,1,205,25.2836,-100.02
19,Hidalgo,0,205,25.9722,-100.451
20,Galeana,0,205,24.8229,-100.074
21,Guadalupe,0,205,25.6792,-100.235
22,Hidalgo,0,205,25.9722,-100.451
23,Santa Catarina,0,205,25.6756,-100.462
24,General Zuazua,2,205,25.8927,-100.106
25,Guadalupe,47,205,25.6792,-100.235
26,Los Herreras,0,205,25.9057,-99.4064
27,Higueras,0,205,25.9634,-100.015
28,Allende,0,205,25.2836,-100.02
29,Abasolo,1,205,25.9436,-100.394
30,Melchor Ocampo,4,205,26.0554,-99.5431
31,Hidalgo,5,205,25.9722,-100.451
32,Abasolo,0,205,25.9436,-100.394
33,Apodaca,47,205,25.7816,-100.188
34,Aramberri,0,205,24.1007,-99.8179
35,Bustamante,0,205,26.5343,-100.506
36,Hualahuises,0,205,24.8838,-99.6752
37,El Carmen,3,205,25.9259,-100.359
38,Galeana,1,205,24.8229,-100.074
39,General Bravo,0,205,25.7926,-99.1786
40,General Escobedo,18,205,25.7802,-100.316
41,General Treviño,0,205,26.223,-99.4838
42,Iturbide,0,205,24.7247,-99.9001
43,Melchor Ocampo,0,205,26.0554,-99.5431
44,Mier y Noriega,0,205,23.4252,-100.117
45,Los Ramones,0,205,25.6987,-99.6248
46,Rayones,0,205,25.0161,-100.075
47,Sabinas Hidalgo,2,205,26.5069,-100.179
48,Salinas Victoria,6,205,25.9639,-100.294
49,Hidalgo,1,205,25.9722,-100.451
50,Guadalupe,0,205,25.6792,-100.235
51,Santa Catarina,0,205,25.6756,-100.462
52,Abasolo,1,205,25.9436,-100.394
53,Bustamante,0,205,26.5343,-100.506
54,Guadalupe,14,205,25.6792,-100.235
55,Melchor Ocampo,0,205,26.0554,-99.5431
0,Agualeguas,0,206,26.3128,-99.5391
1,Los Aldamas,0,206,26.064,-99.1958
2,Allende,0,206,25.2836,-100.02
3,Cerralvo,0,206,26.0843,-99.6156
4,China,0,206,25.7033,-99.2365
5,Doctor Arroyo,0,206,23.6731,-100.18
6,Doctor Coss,0,206,25.933,-99.167
7,Lampazos de Naranjo,0,206,27.0245,-100.508
8,Linares,2,206,24.8579,-99.5663
9,Mina,0,206,26.0029,-100.535
10,Montemorelos,1,206,25.1835,-99.8297
11,Monterrey,77,206,25.6714,-100.309
12,Santa Catarina,24,206,25.6756,-100.462
13,Santiago,0,206,25.427,-100.152
14,Vallecillo,0,206,26.6597,-99.9869
15,Villaldama,0,206,26.5008,-100.426
16,Hidalgo,0,206,25.9722,-100.451
17,Abasolo,0,206,25.9436,-100.394
18,Allende,0,206,25.2836,-100.02
19,Hidalgo,1,206,25.9722,-100.451
20,Galeana,0,206,24.8229,-100.074
21,Guadalupe,0,206,25.6792,-100.235
22,Hidalgo,0,206,25.9722,-100.451
23,Santa Catarina,0,206,25.6756,-100.462
24,General Zuazua,2,206,25.8927,-100.106
25,Guadalupe,15,206,25.6792,-100.235
26,Los Herreras,0,206,25.9057,-99.4064
27,Higueras,0,206,25.9634,-100.015
28,Allende,0,206,25.2836,-100.02
29,Abasolo,0,206,25.9436,-100.394
30,Melchor Ocampo,0,206,26.0554,-99.5431
31,Hidalgo,0,206,25.9722,-100.451
32,Abasolo,0,206,25.9436,-100.394
33,Apodaca,28,206,25.7816,-100.188
34,Aramberri,0,206,24.1007,-99.8179
35,Bustamante,2,206,26.5343,-100.506
36,Hualahuises,0,206,24.8838,-99.6752
37,El Carmen,1,206,25.9259,-100.359
38,Galeana,1,206,24.8229,-100.074
39,General Bravo,0,206,25.7926,-99.1786
40,General Escobedo,18,206,25.7802,-100.316
41,General Treviño,0,206,26.223,-99.4838
42,Iturbide,0,206,24.7247,-99.9001
43,Melchor Ocampo,0,206,26.0554,-99.5431
44,Mier y Noriega,0,206,23.4252,-100.117
45,Los Ramones,0,206,25.6987,-99.6248
46,Rayones,0,206,25.0161,-100.075
47,Sabinas Hidalgo,4,206,26.5069,-100.179
48,Salinas Victoria,2,206,25.9639,-100.294
49,Hidalgo,0,206,25.9722,-100.451
50,Guadalupe,0,206,25.6792,-100.235
51,Santa Catarina,0,206,25.6756,-100.462
52,Abasolo,0,206,25.9436,-100.394
53,Bustamante,0,206,26.5343,-100.506
54,Guadalupe,10,206,25.6792,-100.235
55,Melchor Ocampo,0,206,26.0554,-99.5431
0,Agualeguas,0,207,26.3128,-99.5391
1,Los Aldamas,0,207,26.064,-99.1958
2,Allende,1,207,25.2836,-100.02
3,Cerralvo,0,207,26.0843,-99.6156
4,China,0,207,25.7033,-99.2365
5,Doctor Arroyo,4,207,23.6731,-100.18
6,Doctor Coss,0,207,25.933,-99.167
7,Lampazos de Naranjo,0,207,27.0245,-100.508
8,Linares,3,207,24.8579,-99.5663
9,Mina,0,207,26.0029,-100.535
10,Montemorelos,3,207,25.1835,-99.8297
11,Monterrey,70,207,25.6714,-100.309
12,Santa Catarina,5,207,25.6756,-100.462
13,Santiago,0,207,25.427,-100.152
14,Vallecillo,0,207,26.6597,-99.9869
15,Villaldama,0,207,26.5008,-100.426
16,Hidalgo,0,207,25.9722,-100.451
17,Abasolo,0,207,25.9436,-100.394
18,Allende,0,207,25.2836,-100.02
19,Hidalgo,0,207,25.9722,-100.451
20,Galeana,0,207,24.8229,-100.074
21,Guadalupe,0,207,25.6792,-100.235
22,Hidalgo,0,207,25.9722,-100.451
23,Santa Catarina,0,207,25.6756,-100.462
24,General Zuazua,1,207,25.8927,-100.106
25,Guadalupe,15,207,25.6792,-100.235
26,Los Herreras,0,207,25.9057,-99.4064
27,Higueras,0,207,25.9634,-100.015
28,Allende,0,207,25.2836,-100.02
29,Abasolo,0,207,25.9436,-100.394
30,Melchor Ocampo,1,207,26.0554,-99.5431
31,Hidalgo,1,207,25.9722,-100.451
32,Abasolo,0,207,25.9436,-100.394
33,Apodaca,12,207,25.7816,-100.188
34,Aramberri,0,207,24.1007,-99.8179
35,Bustamante,0,207,26.5343,-100.506
36,Hualahuises,0,207,24.8838,-99.6752
37,El Carmen,1,207,25.9259,-100.359
38,Galeana,0,207,24.8229,-100.074
39,General Bravo,0,207,25.7926,-99.1786
40,General Escobedo,18,207,25.7802,-100.316
41,General Treviño,0,207,26.223,-99.4838
42,Iturbide,0,207,24.7247,-99.9001
43,Melchor Ocampo,0,207,26.0554,-99.5431
44,Mier y Noriega,0,207,23.4252,-100.117
45,Los Ramones,1,207,25.6987,-99.6248
46,Rayones,0,207,25.0161,-100.075
47,Sabinas Hidalgo,4,207,26.5069,-100.179
48,Salinas Victoria,1,207,25.9639,-100.294
49,Hidalgo,0,207,25.9722,-100.451
50,Guadalupe,0,207,25.6792,-100.235
51,Santa Catarina,0,207,25.6756,-100.462
52,Abasolo,0,207,25.9436,-100.394
53,Bustamante,0,207,26.5343,-100.506
54,Guadalupe,2,207,25.6792,-100.235
55,Melchor Ocampo,0,207,26.0554,-99.5431
0,Agualeguas,0,208,26.3128,-99.5391
1,Los Aldamas,0,208,26.064,-99.1958
2,Allende,6,208,25.2836,-100.02
3,Cerralvo,1,208,26.0843,-99.6156
4,China,0,208,25.7033,-99.2365
5,Doctor Arroyo,0,208,23.6731,-100.18
6,Doctor Coss,0,208,25.933,-99.167
7,Lampazos de Naranjo,0,208,27.0245,-100.508
8,Linares,22,208,24.8579,-99.5663
9,Mina,0,208,26.0029,-100.535
10,Montemorelos,6,208,25.1835,-99.8297
11,Monterrey,175,208,25.6714,-100.309
12,Santa Catarina,55,208,25.6756,-100.462
13,Santiago,12,208,25.427,-100.152
14,Vallecillo,0,208,26.6597,-99.9869
15,Villaldama,3,208,26.5008,-100.426
16,Hidalgo,0,208,25.9722,-100.451
17,Abasolo,0,208,25.9436,-100.394
18,Allende,0,208,25.2836,-100.02
19,Hidalgo,0,208,25.9722,-100.451
20,Galeana,0,208,24.8229,-100.074
21,Guadalupe,0,208,25.6792,-100.235
22,Hidalgo,0,208,25.9722,-100.451
23,Santa Catarina,0,208,25.6756,-100.462
24,General Zuazua,4,208,25.8927,-100.106
25,Guadalupe,52,208,25.6792,-100.235
26,Los Herreras,0,208,25.9057,-99.4064
27,Higueras,0,208,25.9634,-100.015
28,Allende,0,208,25.2836,-100.02
29,Abasolo,5,208,25.9436,-100.394
30,Melchor Ocampo,3,208,26.0554,-99.5431
31,Hidalgo,2,208,25.9722,-100.451
32,Abasolo,0,208,25.9436,-100.394
33,Apodaca,32,208,25.7816,-100.188
34,Aramberri,0,208,24.1007,-99.8179
35,Bustamante,2,208,26.5343,-100.506
36,Hualahuises,0,208,24.8838,-99.6752
37,El Carmen,0,208,25.9259,-100.359
38,Galeana,4,208,24.8229,-100.074
39,General Bravo,0,208,25.7926,-99.1786
40,General Escobedo,38,208,25.7802,-100.316
41,General Treviño,0,208,26.223,-99.4838
42,Iturbide,0,208,24.7247,-99.9001
43,Melchor Ocampo,0,208,26.0554,-99.5431
44,Mier y Noriega,0,208,23.4252,-100.117
45,Los Ramones,0,208,25.6987,-99.6248
46,Rayones,0,208,25.0161,-100.075
47,Sabinas Hidalgo,8,208,26.5069,-100.179
48,Salinas Victoria,5,208,25.9639,-100.294
49,Hidalgo,0,208,25.9722,-100.451
50,Guadalupe,0,208,25.6792,-100.235
51,Santa Catarina,0,208,25.6756,-100.462
52,Abasolo,0,208,25.9436,-100.394
53,Bustamante,0,208,26.5343,-100.506
54,Guadalupe,16,208,25.6792,-100.235
55,Melchor Ocampo,0,208,26.0554,-99.5431
0,Agualeguas,0,209,26.3128,-99.5391
1,Los Aldamas,0,209,26.064,-99.1958
2,Allende,3,209,25.2836,-100.02
3,Cerralvo,0,209,26.0843,-99.6156
4,China,1,209,25.7033,-99.2365
5,Doctor Arroyo,7,209,23.6731,-100.18
6,Doctor Coss,0,209,25.933,-99.167
7,Lampazos de Naranjo,2,209,27.0245,-100.508
8,Linares,6,209,24.8579,-99.5663
9,Mina,0,209,26.0029,-100.535
10,Montemorelos,7,209,25.1835,-99.8297
11,Monterrey,163,209,25.6714,-100.309
12,Santa Catarina,46,209,25.6756,-100.462
13,Santiago,12,209,25.427,-100.152
14,Vallecillo,0,209,26.6597,-99.9869
15,Villaldama,0,209,26.5008,-100.426
16,Hidalgo,0,209,25.9722,-100.451
17,Abasolo,0,209,25.9436,-100.394
18,Allende,0,209,25.2836,-100.02
19,Hidalgo,0,209,25.9722,-100.451
20,Galeana,0,209,24.8229,-100.074
21,Guadalupe,2,209,25.6792,-100.235
22,Hidalgo,0,209,25.9722,-100.451
23,Santa Catarina,0,209,25.6756,-100.462
24,General Zuazua,2,209,25.8927,-100.106
25,Guadalupe,68,209,25.6792,-100.235
26,Los Herreras,0,209,25.9057,-99.4064
27,Higueras,0,209,25.9634,-100.015
28,Allende,1,209,25.2836,-100.02
29,Abasolo,0,209,25.9436,-100.394
30,Melchor Ocampo,3,209,26.0554,-99.5431
31,Hidalgo,4,209,25.9722,-100.451
32,Abasolo,0,209,25.9436,-100.394
33,Apodaca,53,209,25.7816,-100.188
34,Aramberri,1,209,24.1007,-99.8179
35,Bustamante,2,209,26.5343,-100.506
36,Hualahuises,0,209,24.8838,-99.6752
37,El Carmen,1,209,25.9259,-100.359
38,Galeana,2,209,24.8229,-100.074
39,General Bravo,0,209,25.7926,-99.1786
40,General Escobedo,31,209,25.7802,-100.316
41,General Treviño,0,209,26.223,-99.4838
42,Iturbide,0,209,24.7247,-99.9001
43,Melchor Ocampo,0,209,26.0554,-99.5431
44,Mier y Noriega,0,209,23.4252,-100.117
45,Los Ramones,0,209,25.6987,-99.6248
46,Rayones,0,209,25.0161,-100.075
47,Sabinas Hidalgo,4,209,26.5069,-100.179
48,Salinas Victoria,4,209,25.9639,-100.294
49,Hidalgo,0,209,25.9722,-100.451
50,Guadalupe,0,209,25.6792,-100.235
51,Santa Catarina,0,209,25.6756,-100.462
52,Abasolo,0,209,25.9436,-100.394
53,Bustamante,0,209,26.5343,-100.506
54,Guadalupe,14,209,25.6792,-100.235
55,Melchor Ocampo,0,209,26.0554,-99.5431
0,Agualeguas,0,210,26.3128,-99.5391
1,Los Aldamas,0,210,26.064,-99.1958
2,Allende,3,210,25.2836,-100.02
3,Cerralvo,0,210,26.0843,-99.6156
4,China,0,210,25.7033,-99.2365
5,Doctor Arroyo,0,210,23.6731,-100.18
6,Doctor Coss,0,210,25.933,-99.167
7,Lampazos de Naranjo,0,210,27.0245,-100.508
8,Linares,9,210,24.8579,-99.5663
9,Mina,0,210,26.0029,-100.535
10,Montemorelos,4,210,25.1835,-99.8297
11,Monterrey,152,210,25.6714,-100.309
12,Santa Catarina,40,210,25.6756,-100.462
13,Santiago,11,210,25.427,-100.152
14,Vallecillo,0,210,26.6597,-99.9869
15,Villaldama,0,210,26.5008,-100.426
16,Hidalgo,0,210,25.9722,-100.451
17,Abasolo,0,210,25.9436,-100.394
18,Allende,0,210,25.2836,-100.02
19,Hidalgo,0,210,25.9722,-100.451
20,Galeana,0,210,24.8229,-100.074
21,Guadalupe,0,210,25.6792,-100.235
22,Hidalgo,0,210,25.9722,-100.451
23,Santa Catarina,0,210,25.6756,-100.462
24,General Zuazua,1,210,25.8927,-100.106
25,Guadalupe,47,210,25.6792,-100.235
26,Los Herreras,0,210,25.9057,-99.4064
27,Higueras,0,210,25.9634,-100.015
28,Allende,0,210,25.2836,-100.02
29,Abasolo,0,210,25.9436,-100.394
30,Melchor Ocampo,2,210,26.0554,-99.5431
31,Hidalgo,2,210,25.9722,-100.451
32,Abasolo,0,210,25.9436,-100.394
33,Apodaca,43,210,25.7816,-100.188
34,Aramberri,0,210,24.1007,-99.8179
35,Bustamante,0,210,26.5343,-100.506
36,Hualahuises,1,210,24.8838,-99.6752
37,El Carmen,4,210,25.9259,-100.359
38,Galeana,4,210,24.8229,-100.074
39,General Bravo,0,210,25.7926,-99.1786
40,General Escobedo,32,210,25.7802,-100.316
41,General Treviño,0,210,26.223,-99.4838
42,Iturbide,0,210,24.7247,-99.9001
43,Melchor Ocampo,0,210,26.0554,-99.5431
44,Mier y Noriega,0,210,23.4252,-100.117
45,Los Ramones,0,210,25.6987,-99.6248
46,Rayones,0,210,25.0161,-100.075
47,Sabinas Hidalgo,7,210,26.5069,-100.179
48,Salinas Victoria,4,210,25.9639,-100.294
49,Hidalgo,0,210,25.9722,-100.451
50,Guadalupe,0,210,25.6792,-100.235
51,Santa Catarina,0,210,25.6756,-100.462
52,Abasolo,0,210,25.9436,-100.394
53,Bustamante,0,210,26.5343,-100.506
54,Guadalupe,13,210,25.6792,-100.235
55,Melchor Ocampo,0,210,26.0554,-99.5431
0,Agualeguas,0,211,26.3128,-99.5391
1,Los Aldamas,0,211,26.064,-99.1958
2,Allende,3,211,25.2836,-100.02
3,Cerralvo,1,211,26.0843,-99.6156
4,China,0,211,25.7033,-99.2365
5,Doctor Arroyo,7,211,23.6731,-100.18
6,Doctor Coss,0,211,25.933,-99.167
7,Lampazos de Naranjo,0,211,27.0245,-100.508
8,Linares,11,211,24.8579,-99.5663
9,Mina,0,211,26.0029,-100.535
10,Montemorelos,2,211,25.1835,-99.8297
11,Monterrey,170,211,25.6714,-100.309
12,Santa Catarina,40,211,25.6756,-100.462
13,Santiago,11,211,25.427,-100.152
14,Vallecillo,0,211,26.6597,-99.9869
15,Villaldama,2,211,26.5008,-100.426
16,Hidalgo,0,211,25.9722,-100.451
17,Abasolo,0,211,25.9436,-100.394
18,Allende,4,211,25.2836,-100.02
19,Hidalgo,0,211,25.9722,-100.451
20,Galeana,0,211,24.8229,-100.074
21,Guadalupe,1,211,25.6792,-100.235
22,Hidalgo,0,211,25.9722,-100.451
23,Santa Catarina,0,211,25.6756,-100.462
24,General Zuazua,5,211,25.8927,-100.106
25,Guadalupe,48,211,25.6792,-100.235
26,Los Herreras,0,211,25.9057,-99.4064
27,Higueras,0,211,25.9634,-100.015
28,Allende,0,211,25.2836,-100.02
29,Abasolo,0,211,25.9436,-100.394
30,Melchor Ocampo,1,211,26.0554,-99.5431
31,Hidalgo,2,211,25.9722,-100.451
32,Abasolo,0,211,25.9436,-100.394
33,Apodaca,50,211,25.7816,-100.188
34,Aramberri,1,211,24.1007,-99.8179
35,Bustamante,0,211,26.5343,-100.506
36,Hualahuises,0,211,24.8838,-99.6752
37,El Carmen,4,211,25.9259,-100.359
38,Galeana,3,211,24.8229,-100.074
39,General Bravo,0,211,25.7926,-99.1786
40,General Escobedo,27,211,25.7802,-100.316
41,General Treviño,0,211,26.223,-99.4838
42,Iturbide,0,211,24.7247,-99.9001
43,Melchor Ocampo,0,211,26.0554,-99.5431
44,Mier y Noriega,0,211,23.4252,-100.117
45,Los Ramones,0,211,25.6987,-99.6248
46,Rayones,0,211,25.0161,-100.075
47,Sabinas Hidalgo,6,211,26.5069,-100.179
48,Salinas Victoria,5,211,25.9639,-100.294
49,Hidalgo,0,211,25.9722,-100.451
50,Guadalupe,0,211,25.6792,-100.235
51,Santa Catarina,0,211,25.6756,-100.462
52,Abasolo,0,211,25.9436,-100.394
53,Bustamante,0,211,26.5343,-100.506
54,Guadalupe,21,211,25.6792,-100.235
55,Melchor Ocampo,0,211,26.0554,-99.5431
0,Agualeguas,0,212,26.3128,-99.5391
1,Los Aldamas,0,212,26.064,-99.1958
2,Allende,6,212,25.2836,-100.02
3,Cerralvo,0,212,26.0843,-99.6156
4,China,0,212,25.7033,-99.2365
5,Doctor Arroyo,0,212,23.6731,-100.18
6,Doctor Coss,0,212,25.933,-99.167
7,Lampazos de Naranjo,0,212,27.0245,-100.508
8,Linares,6,212,24.8579,-99.5663
9,Mina,0,212,26.0029,-100.535
10,Montemorelos,4,212,25.1835,-99.8297
11,Monterrey,150,212,25.6714,-100.309
12,Santa Catarina,43,212,25.6756,-100.462
13,Santiago,7,212,25.427,-100.152
14,Vallecillo,0,212,26.6597,-99.9869
15,Villaldama,0,212,26.5008,-100.426
16,Hidalgo,0,212,25.9722,-100.451
17,Abasolo,0,212,25.9436,-100.394
18,Allende,0,212,25.2836,-100.02
19,Hidalgo,0,212,25.9722,-100.451
20,Galeana,0,212,24.8229,-100.074
21,Guadalupe,0,212,25.6792,-100.235
22,Hidalgo,0,212,25.9722,-100.451
23,Santa Catarina,0,212,25.6756,-100.462
24,General Zuazua,1,212,25.8927,-100.106
25,Guadalupe,54,212,25.6792,-100.235
26,Los Herreras,0,212,25.9057,-99.4064
27,Higueras,0,212,25.9634,-100.015
28,Allende,0,212,25.2836,-100.02
29,Abasolo,0,212,25.9436,-100.394
30,Melchor Ocampo,0,212,26.0554,-99.5431
31,Hidalgo,3,212,25.9722,-100.451
32,Abasolo,0,212,25.9436,-100.394
33,Apodaca,23,212,25.7816,-100.188
34,Aramberri,0,212,24.1007,-99.8179
35,Bustamante,0,212,26.5343,-100.506
36,Hualahuises,0,212,24.8838,-99.6752
37,El Carmen,1,212,25.9259,-100.359
38,Galeana,2,212,24.8229,-100.074
39,General Bravo,0,212,25.7926,-99.1786
40,General Escobedo,26,212,25.7802,-100.316
41,General Treviño,0,212,26.223,-99.4838
42,Iturbide,0,212,24.7247,-99.9001
43,Melchor Ocampo,0,212,26.0554,-99.5431
