,Municipio,Cantidad,Dia,Latitud,Longitud
0,Agualeguas,0,0,26.3128,-99.5391
1,Los Aldamas,0,0,26.064,-99.1958
2,Allende,0,0,25.2836,-100.02
3,Cerralvo,0,0,26.0843,-99.6156
4,China,0,0,25.7033,-99.2365
5,Doctor Arroyo,0,0,23.6731,-100.18
6,Doctor Coss,0,0,25.933,-99.167
7,Lampazos de Naranjo,0,0,27.0245,-100.508
8,Linares,0,0,24.8579,-99.5663
9,Mina,0,0,26.0029,-100.535
10,Montemorelos,0,0,25.1835,-99.8297
11,Monterrey,0,0,25.6714,-100.309
12,Santa Catarina,0,0,25.6756,-100.462
13,Santiago,0,0,25.427,-100.152
14,Vallecillo,0,0,26.6597,-99.9869
15,Villaldama,0,0,26.5008,-100.426
16,Hidalgo,0,0,25.9722,-100.451
17,Abasolo,0,0,25.9436,-100.394
18,Allende,0,0,25.2836,-100.02
19,Hidalgo,0,0,25.9722,-100.451
20,Galeana,0,0,24.8229,-100.074
21,Guadalupe,0,0,25.6792,-100.235
22,Hidalgo,0,0,25.9722,-100.451
23,Santa Catarina,0,0,25.6756,-100.462
24,General Zuazua,0,0,25.8927,-100.106
25,Guadalupe,0,0,25.6792,-100.235
26,Los Herreras,0,0,25.9057,-99.4064
27,Higueras,0,0,25.9634,-100.015
28,Allende,0,0,25.2836,-100.02
29,Abasolo,0,0,25.9436,-100.394
30,Melchor Ocampo,0,0,26.0554,-99.5431
31,Hidalgo,0,0,25.9722,-100.451
32,Abasolo,0,0,25.9436,-100.394
33,Apodaca,0,0,25.7816,-100.188
34,Aramberri,0,0,24.1007,-99.8179
35,Bustamante,0,0,26.5343,-100.506
36,Hualahuises,0,0,24.8838,-99.6752
37,El Carmen,0,0,25.9259,-100.359
38,Galeana,0,0,24.8229,-100.074
39,General Bravo,0,0,25.7926,-99.1786
40,General Escobedo,0,0,25.7802,-100.316
41,General Treviño,0,0,26.223,-99.4838
42,Iturbide,0,0,24.7247,-99.9001
43,Melchor Ocampo,0,0,26.0554,-99.5431
44,Mier y Noriega,0,0,23.4252,-100.117
45,Los Ramones,0,0,25.6987,-99.6248
46,Rayones,0,0,25.0161,-100.075
47,Sabinas Hidalgo,0,0,26.5069,-100.179
48,Salinas Victoria,0,0,25.9639,-100.294
49,Hidalgo,0,0,25.9722,-100.451
50,Guadalupe,0,0,25.6792,-100.235
51,Santa Catarina,0,0,25.6756,-100.462
52,Abasolo,0,0,25.9436,-100.394
53,Bustamante,0,0,26.5343,-100.506
54,Guadalupe,0,0,25.6792,-100.235
55,Melchor Ocampo,0,0,26.0554,-99.5431
0,Agualeguas,0,1,26.3128,-99.5391
1,Los Aldamas,0,1,26.064,-99.1958
2,Allende,0,1,25.2836,-100.02
3,Cerralvo,0,1,26.0843,-99.6156
4,China,0,1,25.7033,-99.2365
5,Doctor Arroyo,0,1,23.6731,-100.18
6,Doctor Coss,0,1,25.933,-99.167
7,Lampazos de Naranjo,0,1,27.0245,-100.508
8,Linares,0,1,24.8579,-99.5663
9,Mina,0,1,26.0029,-100.535
10,Montemorelos,0,1,25.1835,-99.8297
11,Monterrey,0,1,25.6714,-100.309
12,Santa Catarina,0,1,25.6756,-100.462
13,Santiago,0,1,25.427,-100.152
14,Vallecillo,0,1,26.6597,-99.9869
15,Villaldama,0,1,26.5008,-100.426
16,Hidalgo,0,1,25.9722,-100.451
17,Abasolo,0,1,25.9436,-100.394
18,Allende,0,1,25.2836,-100.02
19,Hidalgo,0,1,25.9722,-100.451
20,Galeana,0,1,24.8229,-100.074
21,Guadalupe,0,1,25.6792,-100.235
22,Hidalgo,0,1,25.9722,-100.451
23,Santa Catarina,0,1,25.6756,-100.462
24,General Zuazua,0,1,25.8927,-100.106
25,Guadalupe,0,1,25.6792,-100.235
26,Los Herreras,0,1,25.9057,-99.4064
27,Higueras,0,1,25.9634,-100.015
28,Allende,0,1,25.2836,-100.02
29,Abasolo,0,1,25.9436,-100.394
30,Melchor Ocampo,0,1,26.0554,-99.5431
31,Hidalgo,0,1,25.9722,-100.451
32,Abasolo,0,1,25.9436,-100.394
33,Apodaca,0,1,25.7816,-100.188
34,Aramberri,0,1,24.1007,-99.8179
35,Bustamante,0,1,26.5343,-100.506
36,Hualahuises,0,1,24.8838,-99.6752
37,El Carmen,0,1,25.9259,-100.359
38,Galeana,0,1,24.8229,-100.074
39,General Bravo,0,1,25.7926,-99.1786
40,General Escobedo,0,1,25.7802,-100.316
41,General Treviño,0,1,26.223,-99.4838
42,Iturbide,0,1,24.7247,-99.9001
43,Melchor Ocampo,0,1,26.0554,-99.5431
44,Mier y Noriega,0,1,23.4252,-100.117
45,Los Ramones,0,1,25.6987,-99.6248
46,Rayones,0,1,25.0161,-100.075
47,Sabinas Hidalgo,0,1,26.5069,-100.179
48,Salinas Victoria,0,1,25.9639,-100.294
49,Hidalgo,0,1,25.9722,-100.451
50,Guadalupe,0,1,25.6792,-100.235
51,Santa Catarina,0,1,25.6756,-100.462
52,Abasolo,0,1,25.9436,-100.394
53,Bustamante,0,1,26.5343,-100.506
54,Guadalupe,0,1,25.6792,-100.235
55,Melchor Ocampo,0,1,26.0554,-99.5431
0,Agualeguas,0,2,26.3128,-99.5391
1,Los Aldamas,0,2,26.064,-99.1958
2,Allende,0,2,25.2836,-100.02
3,Cerralvo,0,2,26.0843,-99.6156
4,China,0,2,25.7033,-99.2365
5,Doctor Arroyo,0,2,23.6731,-100.18
6,Doctor Coss,0,2,25.933,-99.167
7,Lampazos de Naranjo,0,2,27.0245,-100.508
8,Linares,0,2,24.8579,-99.5663
9,Mina,0,2,26.0029,-100.535
10,Montemorelos,0,2,25.1835,-99.8297
11,Monterrey,0,2,25.6714,-100.309
12,Santa Catarina,0,2,25.6756,-100.462
13,Santiago,0,2,25.427,-100.152
14,Vallecillo,0,2,26.6597,-99.9869
15,Villaldama,0,2,26.5008,-100.426
16,Hidalgo,0,2,25.9722,-100.451
17,Abasolo,0,2,25.9436,-100.394
18,Allende,0,2,25.2836,-100.02
19,Hidalgo,0,2,25.9722,-100.451
20,Galeana,0,2,24.8229,-100.074
21,Guadalupe,0,2,25.6792,-100.235
22,Hidalgo,0,2,25.9722,-100.451
23,Santa Catarina,0,2,25.6756,-100.462
24,General Zuazua,0,2,25.8927,-100.106
25,Guadalupe,0,2,25.6792,-100.235
26,Los Herreras,0,2,25.9057,-99.4064
27,Higueras,0,2,25.9634,-100.015
28,Allende,0,2,25.2836,-100.02
29,Abasolo,0,2,25.9436,-100.394
30,Melchor Ocampo,0,2,26.0554,-99.5431
31,Hidalgo,0,2,25.9722,-100.451
32,Abasolo,0,2,25.9436,-100.394
33,Apodaca,0,2,25.7816,-100.188
34,Aramberri,0,2,24.1007,-99.8179
35,Bustamante,0,2,26.5343,-100.506
36,Hualahuises,0,2,24.8838,-99.6752
37,El Carmen,0,2,25.9259,-100.359
38,Galeana,0,2,24.8229,-100.074
39,General Bravo,0,2,25.7926,-99.1786
40,General Escobedo,0,2,25.7802,-100.316
41,General Treviño,0,2,26.223,-99.4838
42,Iturbide,0,2,24.7247,-99.9001
43,Melchor Ocampo,0,2,26.0554,-99.5431
44,Mier y Noriega,0,2,23.4252,-100.117
45,Los Ramones,0,2,25.6987,-99.6248
46,Rayones,0,2,25.0161,-100.075
47,Sabinas Hidalgo,0,2,26.5069,-100.179
48,Salinas Victoria,0,2,25.9639,-100.294
49,Hidalgo,0,2,25.9722,-100.451
50,Guadalupe,0,2,25.6792,-100.235
51,Santa Catarina,0,2,25.6756,-100.462
52,Abasolo,0,2,25.9436,-100.394
53,Bustamante,0,2,26.5343,-100.506
54,Guadalupe,0,2,25.6792,-100.235
55,Melchor Ocampo,0,2,26.0554,-99.5431
0,Agualeguas,0,3,26.3128,-99.5391
1,Los Aldamas,0,3,26.064,-99.1958
2,Allende,0,3,25.2836,-100.02
3,Cerralvo,0,3,26.0843,-99.6156
4,China,0,3,25.7033,-99.2365
5,Doctor Arroyo,0,3,23.6731,-100.18
6,Doctor Coss,0,3,25.933,-99.167
7,Lampazos de Naranjo,0,3,27.0245,-100.508
8,Linares,0,3,24.8579,-99.5663
9,Mina,0,3,26.0029,-100.535
10,Montemorelos,0,3,25.1835,-99.8297
11,Monterrey,0,3,25.6714,-100.309
12,Santa Catarina,0,3,25.6756,-100.462
13,Santiago,0,3,25.427,-100.152
14,Vallecillo,0,3,26.6597,-99.9869
15,Villaldama,0,3,26.5008,-100.426
16,Hidalgo,0,3,25.9722,-100.451
17,Abasolo,0,3,25.9436,-100.394
18,Allende,0,3,25.2836,-100.02
19,Hidalgo,0,3,25.9722,-100.451
20,Galeana,0,3,24.8229,-100.074
21,Guadalupe,0,3,25.6792,-100.235
22,Hidalgo,0,3,25.9722,-100.451
23,Santa Catarina,0,3,25.6756,-100.462
24,General Zuazua,0,3,25.8927,-100.106
25,Guadalupe,0,3,25.6792,-100.235
26,Los Herreras,0,3,25.9057,-99.4064
27,Higueras,0,3,25.9634,-100.015
28,Allende,0,3,25.2836,-100.02
29,Abasolo,0,3,25.9436,-100.394
30,Melchor Ocampo,0,3,26.0554,-99.5431
31,Hidalgo,0,3,25.9722,-100.451
32,Abasolo,0,3,25.9436,-100.394
33,Apodaca,0,3,25.7816,-100.188
34,Aramberri,0,3,24.1007,-99.8179
35,Bustamante,0,3,26.5343,-100.506
36,Hualahuises,0,3,24.8838,-99.6752
37,El Carmen,0,3,25.9259,-100.359
38,Galeana,0,3,24.8229,-100.074
39,General Bravo,0,3,25.7926,-99.1786
40,General Escobedo,0,3,25.7802,-100.316
41,General Treviño,0,3,26.223,-99.4838
42,Iturbide,0,3,24.7247,-99.9001
43,Melchor Ocampo,0,3,26.0554,-99.5431
44,Mier y Noriega,0,3,23.4252,-100.117
45,Los Ramones,0,3,25.6987,-99.6248
46,Rayones,0,3,25.0161,-100.075
47,Sabinas Hidalgo,0,3,26.5069,-100.179
48,Salinas Victoria,0,3,25.9639,-100.294
49,Hidalgo,0,3,25.9722,-100.451
50,Guadalupe,0,3,25.6792,-100.235
51,Santa Catarina,0,3,25.6756,-100.462
52,Abasolo,0,3,25.9436,-100.394
53,Bustamante,0,3,26.5343,-100.506
54,Guadalupe,0,3,25.6792,-100.235
55,Melchor Ocampo,0,3,26.0554,-99.5431
0,Agualeguas,0,4,26.3128,-99.5391
1,Los Aldamas,0,4,26.064,-99.1958
2,Allende,0,4,25.2836,-100.02
3,Cerralvo,0,4,26.0843,-99.6156
4,China,0,4,25.7033,-99.2365
5,Doctor Arroyo,0,4,23.6731,-100.18
6,Doctor Coss,0,4,25.933,-99.167
7,Lampazos de Naranjo,0,4,27.0245,-100.508
8,Linares,0,4,24.8579,-99.5663
9,Mina,0,4,26.0029,-100.535
10,Montemorelos,0,4,25.1835,-99.8297
11,Monterrey,0,4,25.6714,-100.309
12,Santa Catarina,0,4,25.6756,-100.462
13,Santiago,0,4,25.427,-100.152
14,Vallecillo,0,4,26.6597,-99.9869
15,Villaldama,0,4,26.5008,-100.426
16,Hidalgo,0,4,25.9722,-100.451
17,Abasolo,0,4,25.9436,-100.394
18,Allende,0,4,25.2836,-100.02
19,Hidalgo,0,4,25.9722,-100.451
20,Galeana,0,4,24.8229,-100.074
21,Guadalupe,0,4,25.6792,-100.235
22,Hidalgo,0,4,25.9722,-100.451
23,Santa Catarina,0,4,25.6756,-100.462
24,General Zuazua,0,4,25.8927,-100.106
25,Guadalupe,0,4,25.6792,-100.235
26,Los Herreras,0,4,25.9057,-99.4064
27,Higueras,0,4,25.9634,-100.015
28,Allende,0,4,25.2836,-100.02
29,Abasolo,0,4,25.9436,-100.394
30,Melchor Ocampo,0,4,26.0554,-99.5431
31,Hidalgo,0,4,25.9722,-100.451
32,Abasolo,0,4,25.9436,-100.394
33,Apodaca,0,4,25.7816,-100.188
34,Aramberri,0,4,24.1007,-99.8179
35,Bustamante,0,4,26.5343,-100.506
36,Hualahuises,0,4,24.8838,-99.6752
37,El Carmen,0,4,25.9259,-100.359
38,Galeana,0,4,24.8229,-100.074
39,General Bravo,0,4,25.7926,-99.1786
40,General Escobedo,0,4,25.7802,-100.316
41,General Treviño,0,4,26.223,-99.4838
42,Iturbide,0,4,24.7247,-99.9001
43,Melchor Ocampo,0,4,26.0554,-99.5431
44,Mier y Noriega,0,4,23.4252,-100.117
45,Los Ramones,0,4,25.6987,-99.6248
46,Rayones,0,4,25.0161,-100.075
47,Sabinas Hidalgo,0,4,26.5069,-100.179
48,Salinas Victoria,0,4,25.9639,-100.294
49,Hidalgo,0,4,25.9722,-100.451
50,Guadalupe,0,4,25.6792,-100.235
51,Santa Catarina,0,4,25.6756,-100.462
52,Abasolo,0,4,25.9436,-100.394
53,Bustamante,0,4,26.5343,-100.506
54,Guadalupe,0,4,25.6792,-100.235
55,Melchor Ocampo,0,4,26.0554,-99.5431
0,Agualeguas,0,5,26.3128,-99.5391
1,Los Aldamas,0,5,26.064,-99.1958
2,Allende,0,5,25.2836,-100.02
3,Cerralvo,0,5,26.0843,-99.6156
4,China,0,5,25.7033,-99.2365
5,Doctor Arroyo,0,5,23.6731,-100.18
6,Doctor Coss,0,5,25.933,-99.167
7,Lampazos de Naranjo,0,5,27.0245,-100.508
8,Linares,0,5,24.8579,-99.5663
9,Mina,0,5,26.0029,-100.535
10,Montemorelos,0,5,25.1835,-99.8297
11,Monterrey,0,5,25.6714,-100.309
12,Santa Catarina,0,5,25.6756,-100.462
13,Santiago,0,5,25.427,-100.152
14,Vallecillo,0,5,26.6597,-99.9869
15,Villaldama,0,5,26.5008,-100.426
16,Hidalgo,0,5,25.9722,-100.451
17,Abasolo,0,5,25.9436,-100.394
18,Allende,0,5,25.2836,-100.02
19,Hidalgo,0,5,25.9722,-100.451
20,Galeana,0,5,24.8229,-100.074
21,Guadalupe,0,5,25.6792,-100.235
22,Hidalgo,0,5,25.9722,-100.451
23,Santa Catarina,0,5,25.6756,-100.462
24,General Zuazua,0,5,25.8927,-100.106
25,Guadalupe,0,5,25.6792,-100.235
26,Los Herreras,0,5,25.9057,-99.4064
27,Higueras,0,5,25.9634,-100.015
28,Allende,0,5,25.2836,-100.02
29,Abasolo,0,5,25.9436,-100.394
30,Melchor Ocampo,0,5,26.0554,-99.5431
31,Hidalgo,0,5,25.9722,-100.451
32,Abasolo,0,5,25.9436,-100.394
33,Apodaca,0,5,25.7816,-100.188
34,Aramberri,0,5,24.1007,-99.8179
35,Bustamante,0,5,26.5343,-100.506
36,Hualahuises,0,5,24.8838,-99.6752
37,El Carmen,0,5,25.9259,-100.359
38,Galeana,0,5,24.8229,-100.074
39,General Bravo,0,5,25.7926,-99.1786
40,General Escobedo,0,5,25.7802,-100.316
41,General Treviño,0,5,26.223,-99.4838
42,Iturbide,0,5,24.7247,-99.9001
43,Melchor Ocampo,0,5,26.0554,-99.5431
44,Mier y Noriega,0,5,23.4252,-100.117
45,Los Ramones,0,5,25.6987,-99.6248
46,Rayones,0,5,25.0161,-100.075
47,Sabinas Hidalgo,0,5,26.5069,-100.179
48,Salinas Victoria,0,5,25.9639,-100.294
49,Hidalgo,0,5,25.9722,-100.451
50,Guadalupe,0,5,25.6792,-100.235
51,Santa Catarina,0,5,25.6756,-100.462
52,Abasolo,0,5,25.9436,-100.394
53,Bustamante,0,5,26.5343,-100.506
54,Guadalupe,0,5,25.6792,-100.235
55,Melchor Ocampo,0,5,26.0554,-99.5431
0,Agualeguas,0,6,26.3128,-99.5391
1,Los Aldamas,0,6,26.064,-99.1958
2,Allende,0,6,25.2836,-100.02
3,Cerralvo,0,6,26.0843,-99.6156
4,China,0,6,25.7033,-99.2365
5,Doctor Arroyo,0,6,23.6731,-100.18
6,Doctor Coss,0,6,25.933,-99.167
7,Lampazos de Naranjo,0,6,27.0245,-100.508
8,Linares,0,6,24.8579,-99.5663
9,Mina,0,6,26.0029,-100.535
10,Montemorelos,0,6,25.1835,-99.8297
11,Monterrey,0,6,25.6714,-100.309
12,Santa Catarina,0,6,25.6756,-100.462
13,Santiago,0,6,25.427,-100.152
14,Vallecillo,0,6,26.6597,-99.9869
15,Villaldama,0,6,26.5008,-100.426
16,Hidalgo,0,6,25.9722,-100.451
17,Abasolo,0,6,25.9436,-100.394
18,Allende,0,6,25.2836,-100.02
19,Hidalgo,0,6,25.9722,-100.451
20,Galeana,0,6,24.8229,-100.074
21,Guadalupe,0,6,25.6792,-100.235
22,Hidalgo,0,6,25.9722,-100.451
23,Santa Catarina,0,6,25.6756,-100.462
24,General Zuazua,0,6,25.8927,-100.106
25,Guadalupe,0,6,25.6792,-100.235
26,Los Herreras,0,6,25.9057,-99.4064
27,Higueras,0,6,25.9634,-100.015
28,Allende,0,6,25.2836,-100.02
29,Abasolo,0,6,25.9436,-100.394
30,Melchor Ocampo,0,6,26.0554,-99.5431
31,Hidalgo,0,6,25.9722,-100.451
32,Abasolo,0,6,25.9436,-100.394
33,Apodaca,0,6,25.7816,-100.188
34,Aramberri,0,6,24.1007,-99.8179
35,Bustamante,0,6,26.5343,-100.506
36,Hualahuises,0,6,24.8838,-99.6752
37,El Carmen,0,6,25.9259,-100.359
38,Galeana,0,6,24.8229,-100.074
39,General Bravo,0,6,25.7926,-99.1786
40,General Escobedo,0,6,25.7802,-100.316
41,General Treviño,0,6,26.223,-99.4838
42,Iturbide,0,6,24.7247,-99.9001
43,Melchor Ocampo,0,6,26.0554,-99.5431
44,Mier y Noriega,0,6,23.4252,-100.117
45,Los Ramones,0,6,25.6987,-99.6248
46,Rayones,0,6,25.0161,-100.075
47,Sabinas Hidalgo,0,6,26.5069,-100.179
48,Salinas Victoria,0,6,25.9639,-100.294
49,Hidalgo,0,6,25.9722,-100.451
50,Guadalupe,0,6,25.6792,-100.235
51,Santa Catarina,0,6,25.6756,-100.462
52,Abasolo,0,6,25.9436,-100.394
53,Bustamante,0,6,26.5343,-100.506
54,Guadalupe,0,6,25.6792,-100.235
55,Melchor Ocampo,0,6,26.0554,-99.5431
0,Agualeguas,0,7,26.3128,-99.5391
1,Los Aldamas,0,7,26.064,-99.1958
2,Allende,0,7,25.2836,-100.02
3,Cerralvo,0,7,26.0843,-99.6156
4,China,0,7,25.7033,-99.2365
5,Doctor Arroyo,0,7,23.6731,-100.18
6,Doctor Coss,0,7,25.933,-99.167
7,Lampazos de Naranjo,0,7,27.0245,-100.508
8,Linares,0,7,24.8579,-99.5663
9,Mina,0,7,26.0029,-100.535
10,Montemorelos,0,7,25.1835,-99.8297
11,Monterrey,0,7,25.6714,-100.309
12,Santa Catarina,0,7,25.6756,-100.462
13,Santiago,0,7,25.427,-100.152
14,Vallecillo,0,7,26.6597,-99.9869
15,Villaldama,0,7,26.5008,-100.426
16,Hidalgo,0,7,25.9722,-100.451
17,Abasolo,0,7,25.9436,-100.394
18,Allende,0,7,25.2836,-100.02
19,Hidalgo,0,7,25.9722,-100.451
20,Galeana,0,7,24.8229,-100.074
21,Guadalupe,0,7,25.6792,-100.235
22,Hidalgo,0,7,25.9722,-100.451
23,Santa Catarina,0,7,25.6756,-100.462
24,General Zuazua,0,7,25.8927,-100.106
25,Guadalupe,0,7,25.6792,-100.235
26,Los Herreras,0,7,25.9057,-99.4064
27,Higueras,0,7,25.9634,-100.015
28,Allende,0,7,25.2836,-100.02
29,Abasolo,0,7,25.9436,-100.394
30,Melchor Ocampo,0,7,26.0554,-99.5431
31,Hidalgo,0,7,25.9722,-100.451
32,Abasolo,0,7,25.9436,-100.394
33,Apodaca,0,7,25.7816,-100.188
34,Aramberri,0,7,24.1007,-99.8179
35,Bustamante,0,7,26.5343,-100.506
36,Hualahuises,0,7,24.8838,-99.6752
37,El Carmen,0,7,25.9259,-100.359
38,Galeana,0,7,24.8229,-100.074
39,General Bravo,0,7,25.7926,-99.1786
40,General Escobedo,0,7,25.7802,-100.316
41,General Treviño,0,7,26.223,-99.4838
42,Iturbide,0,7,24.7247,-99.9001
43,Melchor Ocampo,0,7,26.0554,-99.5431
44,Mier y Noriega,0,7,23.4252,-100.117
45,Los Ramones,0,7,25.6987,-99.6248
46,Rayones,0,7,25.0161,-100.075
47,Sabinas Hidalgo,0,7,26.5069,-100.179
48,Salinas Victoria,0,7,25.9639,-100.294
49,Hidalgo,0,7,25.9722,-100.451
50,Guadalupe,0,7,25.6792,-100.235
51,Santa Catarina,0,7,25.6756,-100.462
52,Abasolo,0,7,25.9436,-100.394
53,Bustamante,0,7,26.5343,-100.506
54,Guadalupe,0,7,25.6792,-100.235
55,Melchor Ocampo,0,7,26.0554,-99.5431
0,Agualeguas,0,8,26.3128,-99.5391
1,Los Aldamas,0,8,26.064,-99.1958
2,Allende,0,8,25.2836,-100.02
3,Cerralvo,0,8,26.0843,-99.6156
4,China,0,8,25.7033,-99.2365
5,Doctor Arroyo,0,8,23.6731,-100.18
6,Doctor Coss,0,8,25.933,-99.167
7,Lampazos de Naranjo,0,8,27.0245,-100.508
8,Linares,0,8,24.8579,-99.5663
9,Mina,0,8,26.0029,-100.535
10,Montemorelos,0,8,25.1835,-99.8297
11,Monterrey,0,8,25.6714,-100.309
12,Santa Catarina,0,8,25.6756,-100.462
13,Santiago,0,8,25.427,-100.152
14,Vallecillo,0,8,26.6597,-99.9869
15,Villaldama,0,8,26.5008,-100.426
16,Hidalgo,0,8,25.9722,-100.451
17,Abasolo,0,8,25.9436,-100.394
18,Allende,0,8,25.2836,-100.02
19,Hidalgo,0,8,25.9722,-100.451
20,Galeana,0,8,24.8229,-100.074
21,Guadalupe,0,8,25.6792,-100.235
22,Hidalgo,0,8,25.9722,-100.451
23,Santa Catarina,0,8,25.6756,-100.462
24,General Zuazua,0,8,25.8927,-100.106
25,Guadalupe,0,8,25.6792,-100.235
26,Los Herreras,0,8,25.9057,-99.4064
27,Higueras,0,8,25.9634,-100.015
28,Allende,0,8,25.2836,-100.02
29,Abasolo,0,8,25.9436,-100.394
30,Melchor Ocampo,0,8,26.0554,-99.5431
31,Hidalgo,0,8,25.9722,-100.451
32,Abasolo,0,8,25.9436,-100.394
33,Apodaca,0,8,25.7816,-100.188
34,Aramberri,0,8,24.1007,-99.8179
35,Bustamante,0,8,26.5343,-100.506
36,Hualahuises,0,8,24.8838,-99.6752
37,El Carmen,0,8,25.9259,-100.359
38,Galeana,0,8,24.8229,-100.074
39,General Bravo,0,8,25.7926,-99.1786
40,General Escobedo,0,8,25.7802,-100.316
41,General Treviño,0,8,26.223,-99.4838
42,Iturbide,0,8,24.7247,-99.9001
43,Melchor Ocampo,0,8,26.0554,-99.5431
44,Mier y Noriega,0,8,23.4252,-100.117
45,Los Ramones,0,8,25.6987,-99.6248
46,Rayones,0,8,25.0161,-100.075
47,Sabinas Hidalgo,0,8,26.5069,-100.179
48,Salinas Victoria,0,8,25.9639,-100.294
49,Hidalgo,0,8,25.9722,-100.451
50,Guadalupe,0,8,25.6792,-100.235
51,Santa Catarina,0,8,25.6756,-100.462
52,Abasolo,0,8,25.9436,-100.394
53,Bustamante,0,8,26.5343,-100.506
54,Guadalupe,1,8,25.6792,-100.235
55,Melchor Ocampo,0,8,26.0554,-99.5431
0,Agualeguas,0,9,26.3128,-99.5391
1,Los Aldamas,0,9,26.064,-99.1958
2,Allende,0,9,25.2836,-100.02
3,Cerralvo,0,9,26.0843,-99.6156
4,China,0,9,25.7033,-99.2365
5,Doctor Arroyo,0,9,23.6731,-100.18
6,Doctor Coss,0,9,25.933,-99.167
7,Lampazos de Naranjo,0,9,27.0245,-100.508
8,Linares,0,9,24.8579,-99.5663
9,Mina,0,9,26.0029,-100.535
10,Montemorelos,0,9,25.1835,-99.8297
11,Monterrey,0,9,25.6714,-100.309
12,Santa Catarina,0,9,25.6756,-100.462
13,Santiago,0,9,25.427,-100.152
14,Vallecillo,0,9,26.6597,-99.9869
15,Villaldama,0,9,26.5008,-100.426
16,Hidalgo,0,9,25.9722,-100.451
17,Abasolo,0,9,25.9436,-100.394
18,Allende,0,9,25.2836,-100.02
19,Hidalgo,0,9,25.9722,-100.451
20,Galeana,0,9,24.8229,-100.074
21,Guadalupe,0,9,25.6792,-100.235
22,Hidalgo,0,9,25.9722,-100.451
23,Santa Catarina,0,9,25.6756,-100.462
24,General Zuazua,0,9,25.8927,-100.106
25,Guadalupe,0,9,25.6792,-100.235
26,Los Herreras,0,9,25.9057,-99.4064
27,Higueras,0,9,25.9634,-100.015
28,Allende,0,9,25.2836,-100.02
29,Abasolo,0,9,25.9436,-100.394
30,Melchor Ocampo,0,9,26.0554,-99.5431
31,Hidalgo,0,9,25.9722,-100.451
32,Abasolo,0,9,25.9436,-100.394
33,Apodaca,0,9,25.7816,-100.188
34,Aramberri,0,9,24.1007,-99.8179
35,Bustamante,0,9,26.5343,-100.506
36,Hualahuises,0,9,24.8838,-99.6752
37,El Carmen,0,9,25.9259,-100.359
38,Galeana,0,9,24.8229,-100.074
39,General Bravo,0,9,25.7926,-99.1786
40,General Escobedo,0,9,25.7802,-100.316
41,General Treviño,0,9,26.223,-99.4838
42,Iturbide,0,9,24.7247,-99.9001
43,Melchor Ocampo,0,9,26.0554,-99.5431
44,Mier y Noriega,0,9,23.4252,-100.117
45,Los Ramones,0,9,25.6987,-99.6248
46,Rayones,0,9,25.0161,-100.075
47,Sabinas Hidalgo,0,9,26.5069,-100.179
48,Salinas Victoria,0,9,25.9639,-100.294
49,Hidalgo,0,9,25.9722,-100.451
50,Guadalupe,0,9,25.6792,-100.235
51,Santa Catarina,0,9,25.6756,-100.462
52,Abasolo,0,9,25.9436,-100.394
53,Bustamante,0,9,26.5343,-100.506
54,Guadalupe,0,9,25.6792,-100.235
55,Melchor Ocampo,0,9,26.0554,-99.5431
0,Agualeguas,0,10,26.3128,-99.5391
1,Los Aldamas,0,10,26.064,-99.1958
2,Allende,0,10,25.2836,-100.02
3,Cerralvo,0,10,26.0843,-99.6156
4,China,0,10,25.7033,-99.2365
5,Doctor Arroyo,0,10,23.6731,-100.18
6,Doctor Coss,0,10,25.933,-99.167
7,Lampazos de Naranjo,0,10,27.0245,-100.508
8,Linares,0,10,24.8579,-99.5663
9,Mina,0,10,26.0029,-100.535
10,Montemorelos,0,10,25.1835,-99.8297
11,Monterrey,0,10,25.6714,-100.309
12,Santa Catarina,0,10,25.6756,-100.462
13,Santiago,0,10,25.427,-100.152
14,Vallecillo,0,10,26.6597,-99.9869
15,Villaldama,0,10,26.5008,-100.426
16,Hidalgo,0,10,25.9722,-100.451
17,Abasolo,0,10,25.9436,-100.394
18,Allende,0,10,25.2836,-100.02
19,Hidalgo,0,10,25.9722,-100.451
20,Galeana,0,10,24.8229,-100.074
21,Guadalupe,0,10,25.6792,-100.235
22,Hidalgo,0,10,25.9722,-100.451
23,Santa Catarina,0,10,25.6756,-100.462
24,General Zuazua,0,10,25.8927,-100.106
25,Guadalupe,0,10,25.6792,-100.235
26,Los Herreras,0,10,25.9057,-99.4064
27,Higueras,0,10,25.9634,-100.015
28,Allende,0,10,25.2836,-100.02
29,Abasolo,0,10,25.9436,-100.394
30,Melchor Ocampo,0,10,26.0554,-99.5431
31,Hidalgo,0,10,25.9722,-100.451
32,Abasolo,0,10,25.9436,-100.394
33,Apodaca,0,10,25.7816,-100.188
34,Aramberri,0,10,24.1007,-99.8179
35,Bustamante,0,10,26.5343,-100.506
36,Hualahuises,0,10,24.8838,-99.6752
37,El Carmen,0,10,25.9259,-100.359
38,Galeana,0,10,24.8229,-100.074
39,General Bravo,0,10,25.7926,-99.1786
40,General Escobedo,0,10,25.7802,-100.316
41,General Treviño,0,10,26.223,-99.4838
42,Iturbide,0,10,24.7247,-99.9001
43,Melchor Ocampo,0,10,26.0554,-99.5431
44,Mier y Noriega,0,10,23.4252,-100.117
45,Los Ramones,0,10,25.6987,-99.6248
46,Rayones,0,10,25.0161,-100.075
